loss,val_loss,accuracy,val_accuracy,con_layer_1,con_layer_1_activation,con_layer_2,con_layer_2_activation,con_layer_3,con_layer_3_activation,con_layer_4,con_layer_4_activation,con_layer_5,con_layer_5_activation,hidden_layer_1,hidden_layer_1_activation,dropout_sizes,optimizers,epoch,epoch_n
0.7620667219161987,0.6830158233642578,0.5004892349243164,0.5703125,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,1,25
0.7269796133041382,0.6707970499992371,0.5332680940628052,0.5703125,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,2,25
0.684002161026001,0.656131386756897,0.5743640065193176,0.625,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,3,25
0.6699538826942444,0.6128878593444824,0.6100782752037048,0.640625,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,4,25
0.647028923034668,0.6779366731643677,0.6301369667053223,0.55078125,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,5,25
0.629305899143219,0.5846169590950012,0.6477494835853577,0.66796875,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,6,25
0.6132156848907471,0.6067119836807251,0.6614481210708618,0.65625,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,7,25
0.596264123916626,0.5825785398483276,0.683953046798706,0.671875,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,8,25
0.5789786577224731,0.6355453729629517,0.6868884563446045,0.6171875,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,9,25
0.5881675481796265,0.6001784801483154,0.6893346309661865,0.66015625,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,10,25
0.5890358090400696,0.6069837808609009,0.6687867045402527,0.69140625,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,11,25
0.5787709951400757,0.588313102722168,0.6981409192085266,0.6640625,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,12,25
0.5630274415016174,0.5640540719032288,0.7005870938301086,0.703125,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,13,25
0.5384654402732849,0.5637217164039612,0.7230919599533081,0.703125,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,14,25
0.5598530173301697,0.566438615322113,0.7079256176948547,0.6953125,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,15,25
0.542612612247467,0.5729124546051025,0.7113503217697144,0.703125,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,16,25
0.5507282614707947,0.5445966124534607,0.7079256176948547,0.7265625,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,17,25
0.5348100066184998,0.5579224228858948,0.7255381345748901,0.7109375,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,18,25
0.532368004322052,0.5506094098091125,0.7230919599533081,0.7421875,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,19,25
0.5048381090164185,0.5379231572151184,0.752446174621582,0.73046875,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,20,25
0.5059788823127747,0.5206528902053833,0.7480430603027344,0.74609375,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,21,25
0.5032460689544678,0.5252823829650879,0.7563600540161133,0.7421875,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,22,25
0.49877509474754333,0.5304855108261108,0.7588062882423401,0.74609375,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,23,25
0.512352466583252,0.59870445728302,0.7451076507568359,0.6953125,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,24,25
0.5001469254493713,0.5187287926673889,0.7548923492431641,0.73828125,16,relu,32,relu,32,relu,64,relu,64,selu,512,sigmoid,0.5,adam,25,25
0.703445553779602,0.6822405457496643,0.5132094025611877,0.50390625,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,1,25
0.6766549944877625,0.66555255651474,0.5621330738067627,0.62890625,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,2,25
0.6580221652984619,0.6340417265892029,0.623776912689209,0.63671875,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,3,25
0.6380844116210938,0.6379700899124146,0.6428571343421936,0.6328125,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,4,25
0.6270796656608582,0.5776290893554688,0.6526418924331665,0.703125,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,5,25
0.6076966524124146,0.6353875398635864,0.677592933177948,0.64453125,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,6,25
0.6021068692207336,0.6202937364578247,0.675146758556366,0.671875,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,7,25
0.6092969179153442,0.562863826751709,0.683953046798706,0.71875,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,8,25
0.5881690382957458,0.5463075041770935,0.6912915706634521,0.73046875,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,9,25
0.5689254999160767,0.5959332585334778,0.7040117383003235,0.671875,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,10,25
0.5901827216148376,0.6002371907234192,0.6991193890571594,0.67578125,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,11,25
0.5607073903083801,0.5655462741851807,0.7035225033760071,0.703125,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,12,25
0.5812314748764038,0.5313431620597839,0.6976516842842102,0.72265625,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,13,25
0.5565488934516907,0.5480165481567383,0.7108610272407532,0.71484375,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,14,25
0.553797721862793,0.5432044267654419,0.7260273694992065,0.69921875,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,15,25
0.5491839647293091,0.555934727191925,0.7152642011642456,0.671875,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,16,25
0.524822473526001,0.5755752325057983,0.7451076507568359,0.70703125,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,17,25
0.5405925512313843,0.5476824045181274,0.7221134901046753,0.7109375,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,18,25
0.5355837941169739,0.6112707853317261,0.7382583022117615,0.67578125,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,19,25
0.5415245890617371,0.4943786859512329,0.7294520735740662,0.75,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,20,25
0.5282180905342102,0.5309894680976868,0.730430543422699,0.734375,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,21,25
0.5282673239707947,0.5329165458679199,0.7367905974388123,0.7265625,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,22,25
0.5128629207611084,0.5161228775978088,0.7519569396972656,0.71875,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,23,25
0.4954843521118164,0.5640838742256165,0.7529354095458984,0.73828125,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,24,25
0.5263129472732544,0.5558805465698242,0.7495107650756836,0.71484375,16,relu,32,relu,32,relu,64,relu,64,selu,512,relu,0.5,adam,25,25
0.8105964660644531,0.6847895383834839,0.5014677047729492,0.5078125,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,1,25
0.7220221757888794,0.6549925804138184,0.5337573289871216,0.66796875,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,2,25
0.6829453706741333,0.6224130392074585,0.5905088186264038,0.6640625,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,3,25
0.6391989588737488,0.6048828959465027,0.638454020023346,0.69140625,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,4,25
0.6320551037788391,0.5930582880973816,0.6374755501747131,0.671875,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,5,25
0.6279942393302917,0.6044760346412659,0.6511741876602173,0.6640625,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,6,25
0.5908939838409424,0.6778961420059204,0.6668297648429871,0.62890625,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,7,25
0.5808228254318237,0.5810028314590454,0.6937377452850342,0.69921875,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,8,25
0.5722987055778503,0.5926388502120972,0.7015655636787415,0.71875,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,9,25
0.5607999563217163,0.5613682270050049,0.7045009732246399,0.7109375,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,10,25
0.5459926128387451,0.5614947080612183,0.7245596647262573,0.71484375,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,11,25
0.54509037733078,0.5693382620811462,0.7255381345748901,0.6796875,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,12,25
0.5491305589675903,0.5291163921356201,0.7054794430732727,0.73046875,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,13,25
0.5367545485496521,0.5387377142906189,0.7240704298019409,0.73046875,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,14,25
0.5395346879959106,0.545451819896698,0.7289628386497498,0.74609375,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,15,25
0.531577467918396,0.5331687331199646,0.7372798323631287,0.7578125,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,16,25
0.5064343214035034,0.5399653911590576,0.7441291809082031,0.75390625,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,17,25
0.5424034595489502,0.5056891441345215,0.7186888456344604,0.75390625,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,18,25
0.5239558219909668,0.5613592863082886,0.7392367720603943,0.7265625,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,19,25
0.5027942657470703,0.5040223598480225,0.752446174621582,0.76171875,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,20,25
0.5121908187866211,0.5061046481132507,0.7460861206054688,0.75390625,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,21,25
0.5030067563056946,0.4874078929424286,0.752446174621582,0.7265625,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,22,25
0.4982667863368988,0.5601637959480286,0.7661448121070862,0.7265625,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,23,25
0.5067018270492554,0.4963414669036865,0.7592955231666565,0.78125,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,24,25
0.4814145863056183,0.46959057450294495,0.7729941010475159,0.76953125,16,relu,32,relu,32,relu,64,relu,64,elu,512,sigmoid,0.5,adam,25,25
0.7185298204421997,0.6921976804733276,0.5166340470314026,0.5,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,1,25
0.6909182667732239,0.6895767450332642,0.5239726305007935,0.51953125,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,2,25
0.6844915151596069,0.6756901741027832,0.5665361881256104,0.609375,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,3,25
0.6754614114761353,0.673635721206665,0.5846379399299622,0.5703125,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,4,25
0.6633425951004028,0.6655000448226929,0.611545979976654,0.640625,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,5,25
0.6576018333435059,0.6503812670707703,0.6174168586730957,0.66015625,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,6,25
0.6431391835212708,0.6440678834915161,0.6257338523864746,0.6484375,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,7,25
0.6328725814819336,0.6439658999443054,0.6609588861465454,0.6328125,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,8,25
0.6217337250709534,0.615673840045929,0.6619373559951782,0.6640625,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,9,25
0.6116603016853333,0.6329751014709473,0.6692759394645691,0.63671875,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,10,25
0.5881683826446533,0.5942580699920654,0.6908023357391357,0.66015625,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,11,25
0.5798799395561218,0.5742185711860657,0.7054794430732727,0.73046875,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,12,25
0.5652533769607544,0.6400783061981201,0.718199610710144,0.6640625,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,13,25
0.5673910975456238,0.5714623928070068,0.7103717923164368,0.68359375,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,14,25
0.5353846549987793,0.538086473941803,0.7333659529685974,0.6953125,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,15,25
0.5410388708114624,0.5503875613212585,0.7260273694992065,0.70703125,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,16,25
0.5279708504676819,0.5467668771743774,0.7372798323631287,0.71875,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,17,25
0.5432285070419312,0.5566049814224243,0.7201565504074097,0.69140625,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,18,25
0.5203360319137573,0.5458285808563232,0.7441291809082031,0.7109375,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,19,25
0.5005925893783569,0.5460184812545776,0.7529354095458984,0.71875,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,20,25
0.5130964517593384,0.5127108693122864,0.7529354095458984,0.76171875,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,21,25
0.5143632888793945,0.5381747484207153,0.7421721816062927,0.73828125,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,22,25
0.500697910785675,0.5233630537986755,0.7534246444702148,0.734375,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,23,25
0.5099278688430786,0.6033461093902588,0.7568492889404297,0.671875,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,24,25
0.49820417165756226,0.5081303715705872,0.752446174621582,0.76171875,16,relu,32,relu,32,relu,64,relu,64,elu,512,relu,0.5,adam,25,25
0.8666607141494751,0.6904529333114624,0.5136986374855042,0.5,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,1,25
0.7466467022895813,0.6938374638557434,0.5078278183937073,0.5390625,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,2,25
0.7291272878646851,0.7228612303733826,0.5107632279396057,0.5390625,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,3,25
0.7095330357551575,0.6717737913131714,0.5484344363212585,0.60546875,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,4,25
0.7095509171485901,0.6761363744735718,0.5533267855644226,0.6640625,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,5,25
0.6884671449661255,0.6690974831581116,0.5802348256111145,0.60546875,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,6,25
0.6861633658409119,0.6627655625343323,0.5714285969734192,0.62109375,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,7,25
0.6454658508300781,0.7058435678482056,0.6198630332946777,0.5703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,8,25
0.6231008172035217,0.6433900594711304,0.6428571343421936,0.67578125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,9,25
0.6062218546867371,0.6294346451759338,0.6727005839347839,0.61328125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,10,25
0.6032761931419373,0.6322953104972839,0.6780821681022644,0.66015625,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,11,25
0.6002359986305237,0.6163703799247742,0.6741682887077332,0.65234375,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,12,25
0.5787216424942017,0.6037402153015137,0.6976516842842102,0.6796875,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,13,25
0.5795372724533081,0.5724431276321411,0.6873776912689209,0.70703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,14,25
0.5675035715103149,0.5793197154998779,0.7020547986030579,0.6953125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,15,25
0.5555946230888367,0.5915659070014954,0.7172211408615112,0.6953125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,16,25
0.5489730834960938,0.5927470922470093,0.7142857313156128,0.6953125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,17,25
0.5480566620826721,0.5751988887786865,0.7162426710128784,0.6953125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,18,25
0.5446131229400635,0.5792132616043091,0.7152642011642456,0.69921875,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,19,25
0.537062406539917,0.5428777933120728,0.7274951338768005,0.7109375,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,20,25
0.5188615918159485,0.5647950768470764,0.7436399459838867,0.70703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,21,25
0.5288567543029785,0.5404655933380127,0.7318982481956482,0.734375,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,22,25
0.5177298188209534,0.5364173054695129,0.7446184158325195,0.73828125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,23,25
0.5107247233390808,0.5234247446060181,0.7558708190917969,0.73828125,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,24,25
0.5110533833503723,0.526906430721283,0.7480430603027344,0.734375,16,relu,32,relu,32,relu,64,relu,128,selu,512,sigmoid,0.5,adam,25,25
0.7443903088569641,0.687566876411438,0.5244618654251099,0.5703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,1,25
0.6853008270263672,0.681974470615387,0.555283784866333,0.58984375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,2,25
0.6842211484909058,0.6719347238540649,0.5626223087310791,0.5625,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,3,25
0.6695550680160522,0.6730692386627197,0.60665363073349,0.5625,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,4,25
0.6671056151390076,0.6538400053977966,0.5993150472640991,0.60546875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,5,25
0.6706748008728027,0.6578727960586548,0.6183953285217285,0.640625,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,6,25
0.6469047665596008,0.688875675201416,0.6374755501747131,0.65234375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,7,25
0.6509514451026917,0.6403181552886963,0.6291584968566895,0.703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,8,25
0.6453101634979248,0.6298111081123352,0.6335616707801819,0.66015625,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,9,25
0.634115993976593,0.6192541718482971,0.6364970803260803,0.70703125,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,10,25
0.630642294883728,0.6354819536209106,0.6521526575088501,0.61328125,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,11,25
0.6314669251441956,0.6356525421142578,0.6467710137367249,0.65234375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,12,25
0.6237878203392029,0.6172471046447754,0.6550880670547485,0.68359375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,13,25
0.6135741472244263,0.6395621299743652,0.6800391674041748,0.6796875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,14,25
0.6032050251960754,0.6303282380104065,0.681506872177124,0.6796875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,15,25
0.5952075123786926,0.6000697612762451,0.6790606379508972,0.68359375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,16,25
0.5956601500511169,0.6247368454933167,0.6795498728752136,0.65234375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,17,25
0.5942200422286987,0.6126115918159485,0.6868884563446045,0.6875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,18,25
0.5868554711341858,0.625725269317627,0.692270040512085,0.65234375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,19,25
0.5641711354255676,0.5978584289550781,0.7147749662399292,0.69921875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,20,25
0.5652592778205872,0.6067778468132019,0.7162426710128784,0.640625,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,21,25
0.5618969798088074,0.5831971764564514,0.7123287916183472,0.6875,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,22,25
0.5561428666114807,0.5685951113700867,0.7118395566940308,0.7109375,16,relu,32,relu,32,relu,64,relu,128,selu,512,relu,0.5,adam,23,25
