loss,val_loss,accuracy,val_accuracy,con_layer_1,con_layer_1_activation,con_layer_2,con_layer_2_activation,con_layer_3,con_layer_3_activation,hidden_layer_1,hidden_layer_1_activation,dropout_sizes,optimizers,epoch,epoch_n
0.7586150765419006,0.691767692565918,0.4902152717113495,0.5859375,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,1,30
0.7117006182670593,0.6914034485816956,0.5136986374855042,0.53125,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,2,30
0.7036383748054504,0.6862238049507141,0.5249511003494263,0.54296875,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,3,30
0.6970512270927429,0.681763768196106,0.5332680940628052,0.62890625,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,4,30
0.6887389421463013,0.708053708076477,0.551369845867157,0.5078125,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,5,30
0.6970686316490173,0.66753089427948,0.5503913760185242,0.59765625,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,6,30
0.6889035105705261,0.6644256711006165,0.5636007785797119,0.609375,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,7,30
0.6669629216194153,0.6552255749702454,0.5934442281723022,0.62890625,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,8,30
0.6704305410385132,0.6607106924057007,0.5890411138534546,0.60546875,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,9,30
0.665610671043396,0.6541731357574463,0.6135029196739197,0.60546875,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,10,30
0.6375325918197632,0.6471136808395386,0.6448140740394592,0.625,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,11,30
0.650389552116394,0.6327707171440125,0.621330738067627,0.69140625,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,12,30
0.6389010548591614,0.6271841526031494,0.6335616707801819,0.66796875,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,13,30
0.6380375623703003,0.6289827227592468,0.6404109597206116,0.62890625,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,14,30
0.607730507850647,0.5977107882499695,0.6687867045402527,0.70703125,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,15,30
0.6172952651977539,0.6097583174705505,0.6663405299186707,0.68359375,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,16,30
0.61659836769104,0.6106035709381104,0.6658512949943542,0.68359375,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,17,30
0.5863645672798157,0.6100207567214966,0.692270040512085,0.65625,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,18,30
0.575915515422821,0.5697851181030273,0.7064579129219055,0.71484375,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,19,30
0.5625325441360474,0.5787652730941772,0.7172211408615112,0.69140625,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,20,30
0.557436466217041,0.5593041181564331,0.7147749662399292,0.71484375,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,21,30
0.5383514761924744,0.572525680065155,0.7284736037254333,0.67578125,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,22,30
0.560312032699585,0.5736747980117798,0.7128180265426636,0.6875,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,23,30
0.5461843013763428,0.5829400420188904,0.7201565504074097,0.6875,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,24,30
0.5449479222297668,0.5147593021392822,0.7211350202560425,0.71484375,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,25,30
0.5239718556404114,0.5505978465080261,0.7460861206054688,0.71484375,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,26,30
0.5243302583694458,0.5125598907470703,0.7407044768333435,0.74609375,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,27,30
0.5258349180221558,0.5429549217224121,0.7426614761352539,0.7265625,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,28,30
0.5189070105552673,0.538473904132843,0.7416829466819763,0.71875,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,29,30
0.51188063621521,0.48737820982933044,0.7411937117576599,0.765625,16,relu,32,relu,32,relu,512,sigmoid,0.2,adam,30,30
0.7508614659309387,0.6647747755050659,0.5313111543655396,0.50390625,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,1,30
0.7233672142028809,0.6442652344703674,0.5410959124565125,0.5390625,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,2,30
0.7003480792045593,0.6277734041213989,0.5596868991851807,0.61328125,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,3,30
0.6920035481452942,0.6126996874809265,0.5782778859138489,0.65625,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,4,30
0.6405804753303528,0.6113796234130859,0.6242661476135254,0.63671875,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,5,30
0.6405999064445496,0.5998852252960205,0.6389432549476624,0.6640625,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,6,30
0.6153172850608826,0.625306248664856,0.6614481210708618,0.63671875,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,7,30
0.6038793325424194,0.5541732907295227,0.6766144633293152,0.70703125,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,8,30
0.603141188621521,0.588788628578186,0.6795498728752136,0.6875,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,9,30
0.5854135155677795,0.5501848459243774,0.6859099864959717,0.71484375,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,10,30
0.5695319175720215,0.5421061515808105,0.7035225033760071,0.6953125,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,11,30
0.5401126146316528,0.5274850726127625,0.7260273694992065,0.71484375,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,12,30
0.5432659387588501,0.5285597443580627,0.7191780805587769,0.71484375,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,13,30
0.5401496887207031,0.4971795380115509,0.7294520735740662,0.73828125,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,14,30
0.5208835005760193,0.5112218856811523,0.7279843688011169,0.74609375,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,15,30
0.535203218460083,0.5148544311523438,0.7152642011642456,0.734375,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,16,30
0.538365364074707,0.5089306235313416,0.7240704298019409,0.734375,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,17,30
0.5162155032157898,0.496223121881485,0.7495107650756836,0.72265625,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,18,30
0.501386821269989,0.5340597033500671,0.7495107650756836,0.734375,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,19,30
0.5068679451942444,0.5053924918174744,0.7446184158325195,0.72265625,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,20,30
0.49006038904190063,0.48414987325668335,0.7563600540161133,0.734375,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,21,30
0.48975086212158203,0.49244046211242676,0.7622309327125549,0.76953125,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,22,30
0.5064944624900818,0.4939207434654236,0.7612524628639221,0.75,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,23,30
0.4715723693370819,0.4797501862049103,0.7788649797439575,0.75390625,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,24,30
0.461730033159256,0.4636063873767853,0.7837573289871216,0.78125,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,25,30
0.47024545073509216,0.4779660403728485,0.7685909867286682,0.734375,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,26,30
0.46680548787117004,0.45203328132629395,0.7700586915016174,0.765625,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,27,30
0.47289836406707764,0.4906673729419708,0.7710371613502502,0.71484375,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,28,30
0.4665905237197876,0.46077823638916016,0.7749511003494263,0.76171875,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,29,30
0.48449498414993286,0.4407714307308197,0.7725048661231995,0.765625,16,relu,32,relu,32,relu,512,sigmoid,0.5,adam,30,30
0.7499087452888489,0.6904746294021606,0.49461838603019714,0.55078125,16,relu,32,relu,32,relu,512,relu,0.2,adam,1,30
0.6887444853782654,0.6949812173843384,0.5733855366706848,0.5390625,16,relu,32,relu,32,relu,512,relu,0.2,adam,2,30
0.6817646622657776,0.6996210217475891,0.566046953201294,0.54296875,16,relu,32,relu,32,relu,512,relu,0.2,adam,3,30
0.6826964616775513,0.674871027469635,0.5582191944122314,0.625,16,relu,32,relu,32,relu,512,relu,0.2,adam,4,30
0.6586127281188965,0.6784137487411499,0.6100782752037048,0.6015625,16,relu,32,relu,32,relu,512,relu,0.2,adam,5,30
0.6580758094787598,0.6637930870056152,0.6100782752037048,0.61328125,16,relu,32,relu,32,relu,512,relu,0.2,adam,6,30
0.6530680060386658,0.659559965133667,0.6345401406288147,0.625,16,relu,32,relu,32,relu,512,relu,0.2,adam,7,30
0.6365337371826172,0.6405872106552124,0.6399217247962952,0.6328125,16,relu,32,relu,32,relu,512,relu,0.2,adam,8,30
0.6297245025634766,0.6271687150001526,0.6487280130386353,0.66015625,16,relu,32,relu,32,relu,512,relu,0.2,adam,9,30
0.6206624507904053,0.615970253944397,0.660469651222229,0.65625,16,relu,32,relu,32,relu,512,relu,0.2,adam,10,30
0.6065768003463745,0.5819388031959534,0.6736790537834167,0.69921875,16,relu,32,relu,32,relu,512,relu,0.2,adam,11,30
0.6024855971336365,0.5758398175239563,0.6893346309661865,0.6796875,16,relu,32,relu,32,relu,512,relu,0.2,adam,12,30
0.5994467735290527,0.6044530868530273,0.6780821681022644,0.6796875,16,relu,32,relu,32,relu,512,relu,0.2,adam,13,30
0.5942736864089966,0.5682514905929565,0.6761252284049988,0.703125,16,relu,32,relu,32,relu,512,relu,0.2,adam,14,30
0.5845478177070618,0.608364999294281,0.6942269802093506,0.6875,16,relu,32,relu,32,relu,512,relu,0.2,adam,15,30
0.5727711319923401,0.5496809482574463,0.7040117383003235,0.69921875,16,relu,32,relu,32,relu,512,relu,0.2,adam,16,30
0.5613365769386292,0.533510148525238,0.7015655636787415,0.7265625,16,relu,32,relu,32,relu,512,relu,0.2,adam,17,30
0.5447472929954529,0.5131821036338806,0.732876718044281,0.73046875,16,relu,32,relu,32,relu,512,relu,0.2,adam,18,30
0.5442408919334412,0.5534185767173767,0.7338551878929138,0.6875,16,relu,32,relu,32,relu,512,relu,0.2,adam,19,30
0.5323966145515442,0.5696098804473877,0.7294520735740662,0.671875,16,relu,32,relu,32,relu,512,relu,0.2,adam,20,30
0.5493789315223694,0.4985924959182739,0.730430543422699,0.75,16,relu,32,relu,32,relu,512,relu,0.2,adam,21,30
0.5389573574066162,0.5353647470474243,0.7426614761352539,0.7109375,16,relu,32,relu,32,relu,512,relu,0.2,adam,22,30
0.5182821750640869,0.5090250372886658,0.7436399459838867,0.75,16,relu,32,relu,32,relu,512,relu,0.2,adam,23,30
0.5182894468307495,0.5067436695098877,0.752446174621582,0.76171875,16,relu,32,relu,32,relu,512,relu,0.2,adam,24,30
0.5114760398864746,0.5637155175209045,0.7583170533180237,0.7109375,16,relu,32,relu,32,relu,512,relu,0.2,adam,25,30
0.49534696340560913,0.5204426050186157,0.7553815841674805,0.76171875,16,relu,32,relu,32,relu,512,relu,0.2,adam,26,30
0.4942155182361603,0.534666895866394,0.7710371613502502,0.73046875,16,relu,32,relu,32,relu,512,relu,0.2,adam,27,30
0.49529725313186646,0.500381350517273,0.7548923492431641,0.74609375,16,relu,32,relu,32,relu,512,relu,0.2,adam,28,30
0.48089799284935,0.5270946621894836,0.7778865098953247,0.75,16,relu,32,relu,32,relu,512,relu,0.2,adam,29,30
0.4906753599643707,0.48239558935165405,0.7656555771827698,0.765625,16,relu,32,relu,32,relu,512,relu,0.2,adam,30,30
